StudentID,StudyHours,Attendance,Resources,Extracurricular,Motivation,Internet,Gender,Age,LearningStyle,OnlineCourses,Discussions,AssignmentCompletion,ExamScore,EduTech,StressLevel,FinalGrade,PerformanceScore,DropoutRisk
S01454,21,86,0,0,1,1,0,28,3,3,0,85,69,1,2,2,78.9,Low Risk
S01455,22,76,1,1,1,1,0,19,3,0,1,50,44,1,2,3,55.400000000000006,Medium Risk
S01456,22,76,0,0,1,1,0,19,3,0,1,50,44,1,2,3,55.400000000000006,Medium Risk
S01457,22,76,0,0,0,1,0,19,3,0,1,50,44,1,2,3,55.400000000000006,Medium Risk
S01458,22,76,1,1,1,1,0,19,3,0,1,50,44,1,2,3,55.400000000000006,Medium Risk
S01459,22,76,2,0,0,1,0,19,3,0,1,50,44,1,2,3,55.400000000000006,Medium Risk
S01460,16,81,1,1,1,1,0,26,0,9,1,50,50,0,1,3,59.3,Low Risk
S01461,16,81,2,1,1,1,0,26,0,9,1,50,50,0,1,3,59.3,Low Risk
S01462,23,75,2,0,0,1,1,28,0,6,0,73,100,0,2,0,84.4,Low Risk
S01463,23,75,2,0,0,1,1,28,1,0,1,65,85,1,1,0,76.0,Low Risk
S01464,23,75,1,0,2,1,1,28,0,6,0,73,100,0,2,0,84.4,Low Risk
S01465,23,75,1,0,2,1,1,28,1,0,1,65,85,1,1,0,76.0,Low Risk
S01466,23,75,0,1,1,1,1,28,0,6,0,73,100,0,2,0,84.4,Low Risk
S01467,23,75,0,1,1,1,1,28,1,0,1,65,85,1,1,0,76.0,Low Risk
S01468,23,75,0,1,1,1,1,28,0,6,0,73,100,0,2,0,84.4,Low Risk
S01469,23,75,0,1,1,1,1,28,1,0,1,65,85,1,1,0,76.0,Low Risk
S01470,13,76,2,0,0,1,0,22,0,6,1,85,84,1,0,1,81.9,Low Risk
S01471,13,76,2,0,0,1,0,23,1,10,1,89,63,1,2,2,74.7,Low Risk
S01472,13,76,2,0,0,1,0,26,0,16,0,62,98,1,0,0,80.6,Low Risk
S01473,24,64,1,1,2,1,1,28,3,5,0,81,55,1,0,2,65.5,Medium Risk
S01474,24,64,1,1,2,1,1,26,3,17,1,60,63,1,2,2,62.400000000000006,Medium Risk
S01475,24,64,1,1,2,1,1,27,1,6,0,89,45,1,2,3,63.900000000000006,Medium Risk
S01476,24,64,2,1,2,1,1,28,3,5,0,81,55,1,0,2,65.5,Medium Risk
S01477,24,64,2,1,2,1,1,26,3,17,1,60,63,1,2,2,62.400000000000006,Medium Risk
S01478,24,64,2,1,2,1,1,27,1,6,0,89,45,1,2,3,63.900000000000006,Medium Risk
S01479,24,64,1,1,0,1,1,28,3,5,0,81,55,1,0,2,65.5,Medium Risk
S01480,24,64,1,1,0,1,1,26,3,17,1,60,63,1,2,2,62.400000000000006,Medium Risk
S01481,24,64,1,1,0,1,1,27,1,6,0,89,45,1,2,3,63.900000000000006,Medium Risk
S01482,24,64,0,0,1,1,1,28,3,5,0,81,55,1,0,2,65.5,Medium Risk
S01483,24,64,0,0,1,1,1,26,3,17,1,60,63,1,2,2,62.400000000000006,Medium Risk
S01484,24,64,0,0,1,1,1,27,1,6,0,89,45,1,2,3,63.900000000000006,Medium Risk
S01485,14,97,1,1,1,1,0,19,1,0,1,75,79,1,2,1,83.2,Low Risk
S01486,14,97,1,1,1,1,0,20,3,6,1,77,57,1,2,2,75.0,Low Risk
S01487,14,97,1,1,1,1,0,20,0,2,1,94,86,1,0,0,91.69999999999999,Low Risk
S01488,14,97,1,1,1,1,0,29,3,3,1,93,48,1,1,3,76.2,Medium Risk
S01489,14,97,1,1,1,1,0,19,1,0,1,75,79,1,2,1,83.2,Low Risk
S01490,14,97,1,1,1,1,0,20,3,6,1,77,57,1,2,2,75.0,Low Risk
S01491,14,97,1,1,1,1,0,20,0,2,1,94,86,1,0,0,91.69999999999999,Low Risk
S01492,14,97,1,1,1,1,0,29,3,3,1,93,48,1,1,3,76.2,Medium Risk
S01493,14,97,0,0,2,1,0,19,1,0,1,75,79,1,2,1,83.2,Low Risk
S01494,14,97,0,0,2,1,0,20,3,6,1,77,57,1,2,2,75.0,Low Risk
S01495,14,97,0,0,2,1,0,20,0,2,1,94,86,1,0,0,91.69999999999999,Low Risk
S01496,14,97,0,0,2,1,0,29,3,3,1,93,48,1,1,3,76.2,Medium Risk
S01497,14,97,2,0,1,0,0,19,1,0,1,75,79,1,2,1,83.2,Low Risk
S01498,14,97,2,0,1,0,0,20,3,6,1,77,57,1,2,2,75.0,Low Risk
S01499,14,97,2,0,1,0,0,20,0,2,1,94,86,1,0,0,91.69999999999999,Low Risk
S01500,14,97,2,0,1,0,0,29,3,3,1,93,48,1,1,3,76.2,Medium Risk
S01501,14,97,1,1,1,1,0,19,1,0,1,75,79,1,2,1,83.2,Low Risk
S01502,14,97,1,1,1,1,0,20,3,6,1,77,57,1,2,2,75.0,Low Risk
S01503,14,97,1,1,1,1,0,20,0,2,1,94,86,1,0,0,91.69999999999999,Low Risk
S01504,14,97,1,1,1,1,0,29,3,3,1,93,48,1,1,3,76.2,Medium Risk
S01505,14,97,1,1,2,1,0,19,1,0,1,75,79,1,2,1,83.2,Low Risk
S01506,14,97,1,1,2,1,0,20,3,6,1,77,57,1,2,2,75.0,Low Risk
S01507,14,97,1,1,2,1,0,20,0,2,1,94,86,1,0,0,91.69999999999999,Low Risk
S01508,14,97,1,1,2,1,0,29,3,3,1,93,48,1,1,3,76.2,Medium Risk
S01509,25,64,2,0,0,1,1,20,3,4,0,100,93,1,2,0,86.4,Medium Risk
S01510,25,64,2,0,0,1,1,22,1,7,1,57,40,1,0,3,52.3,Medium Risk
S01511,25,64,0,1,1,1,1,20,3,4,0,100,93,1,2,0,86.4,Medium Risk
S01512,25,64,0,1,1,1,1,22,1,7,1,57,40,1,0,3,52.3,Medium Risk
S01513,25,64,1,1,0,1,1,20,3,4,0,100,93,1,2,0,86.4,Medium Risk
S01514,25,64,1,1,0,1,1,22,1,7,1,57,40,1,0,3,52.3,Medium Risk
S01515,27,86,1,0,0,1,1,21,3,15,1,71,67,1,1,2,73.9,Low Risk
S01516,27,86,1,0,0,1,1,29,3,11,1,51,69,1,1,2,68.7,Low Risk
S01517,27,86,1,1,0,1,1,21,3,15,1,71,67,1,1,2,73.9,Low Risk
S01518,27,86,1,1,0,1,1,29,3,11,1,51,69,1,1,2,68.7,Low Risk
S01519,27,86,1,1,1,1,1,21,3,15,1,71,67,1,1,2,73.9,Low Risk
S01520,27,86,1,1,1,1,1,29,3,11,1,51,69,1,1,2,68.7,Low Risk
S01521,27,86,1,0,1,1,1,21,3,15,1,71,67,1,1,2,73.9,Low Risk
S01522,27,86,1,0,1,1,1,29,3,11,1,51,69,1,1,2,68.7,Low Risk
S01523,27,86,2,0,1,1,1,21,3,15,1,71,67,1,1,2,73.9,Low Risk
S01524,27,86,2,0,1,1,1,29,3,11,1,51,69,1,1,2,68.7,Low Risk
S01525,27,86,1,0,1,1,1,21,3,15,1,71,67,1,1,2,73.9,Low Risk
S01526,27,86,1,0,1,1,1,29,3,11,1,51,69,1,1,2,68.7,Low Risk
S01527,15,77,1,1,0,1,1,19,2,2,0,90,74,0,2,1,79.7,Low Risk
S01528,15,77,1,1,0,1,1,28,0,10,1,51,81,1,2,1,70.8,Low Risk
S01529,15,77,1,1,2,1,1,19,2,2,0,90,74,0,2,1,79.7,Low Risk
S01530,15,77,1,1,2,1,1,28,0,10,1,51,81,1,2,1,70.8,Low Risk
S01531,15,77,1,1,0,1,1,19,2,2,0,90,74,0,2,1,79.7,Low Risk
S01532,15,77,1,1,0,1,1,28,0,10,1,51,81,1,2,1,70.8,Low Risk
S01533,15,77,1,1,0,1,1,19,2,2,0,90,74,0,2,1,79.7,Low Risk
S01534,15,77,1,1,0,1,1,28,0,10,1,51,81,1,2,1,70.8,Low Risk
S01535,15,77,1,1,1,1,1,19,2,2,0,90,74,0,2,1,79.7,Low Risk
S01536,15,77,1,1,1,1,1,28,0,10,1,51,81,1,2,1,70.8,Low Risk
S01537,15,77,1,1,0,0,1,19,2,2,0,90,74,0,2,1,79.7,Low Risk
S01538,15,77,1,1,0,0,1,28,0,10,1,51,81,1,2,1,70.8,Low Risk
S01539,15,77,2,1,1,1,1,19,2,2,0,90,74,0,2,1,79.7,Low Risk
S01540,15,77,2,1,1,1,1,28,0,10,1,51,81,1,2,1,70.8,Low Risk
S01541,26,76,2,1,1,1,1,28,3,12,1,77,48,1,2,3,65.1,Medium Risk
S01542,26,76,2,1,1,1,1,19,3,20,1,98,49,0,1,3,71.8,Medium Risk
S01543,26,76,2,1,1,1,1,29,2,17,1,70,91,1,2,0,80.2,Low Risk
S01544,26,76,1,1,1,1,1,28,3,12,1,77,48,1,2,3,65.1,Medium Risk
S01545,26,76,1,1,1,1,1,19,3,20,1,98,49,0,1,3,71.8,Medium Risk
S01546,26,76,1,1,1,1,1,29,2,17,1,70,91,1,2,0,80.2,Low Risk
S01547,26,76,1,1,1,1,1,28,3,12,1,77,48,1,2,3,65.1,Medium Risk
S01548,26,76,1,1,1,1,1,19,3,20,1,98,49,0,1,3,71.8,Medium Risk
S01549,26,76,1,1,1,1,1,29,2,17,1,70,91,1,2,0,80.2,Low Risk
S01550,26,76,1,1,2,1,1,28,3,12,1,77,48,1,2,3,65.1,Medium Risk
S01551,26,76,1,1,2,1,1,19,3,20,1,98,49,0,1,3,71.8,Medium Risk
S01552,26,76,1,1,2,1,1,29,2,17,1,70,91,1,2,0,80.2,Low Risk
S01553,26,76,1,0,0,1,1,28,3,12,1,77,48,1,2,3,65.1,Medium Risk
S01554,26,76,1,0,0,1,1,19,3,20,1,98,49,0,1,3,71.8,Medium Risk
S01555,26,76,1,0,0,1,1,29,2,17,1,70,91,1,2,0,80.2,Low Risk
S01556,26,76,0,1,0,1,1,28,3,12,1,77,48,1,2,3,65.1,Medium Risk
S01557,26,76,0,1,0,1,1,19,3,20,1,98,49,0,1,3,71.8,Medium Risk
S01558,26,76,0,1,0,1,1,29,2,17,1,70,91,1,2,0,80.2,Low Risk
S01559,26,76,0,0,2,1,1,28,3,12,1,77,48,1,2,3,65.1,Medium Risk
S01560,26,76,0,0,2,1,1,19,3,20,1,98,49,0,1,3,71.8,Medium Risk
S01561,26,76,0,0,2,1,1,29,2,17,1,70,91,1,2,0,80.2,Low Risk
S01562,22,87,0,1,1,0,1,18,3,16,1,100,82,1,2,1,88.9,Low Risk
S01563,22,87,1,0,0,1,1,18,3,16,1,100,82,1,2,1,88.9,Low Risk
S01564,22,87,1,0,0,1,1,18,3,16,1,100,82,1,2,1,88.9,Low Risk
S01565,31,84,1,1,1,1,1,26,2,3,0,60,56,1,1,2,65.60000000000001,Low Risk
S01566,31,84,1,1,1,1,1,22,0,10,1,91,70,1,2,1,80.5,Low Risk
S01567,31,84,1,0,2,1,1,26,2,3,0,60,56,1,1,2,65.60000000000001,Low Risk
S01568,31,84,1,0,2,1,1,22,0,10,1,91,70,1,2,1,80.5,Low Risk
S01569,31,84,2,0,0,1,1,26,2,3,0,60,56,1,1,2,65.60000000000001,Low Risk
S01570,31,84,2,0,0,1,1,22,0,10,1,91,70,1,2,1,80.5,Low Risk
S01571,31,84,1,0,1,0,1,26,2,3,0,60,56,1,1,2,65.60000000000001,Low Risk
S01572,31,84,1,0,1,0,1,22,0,10,1,91,70,1,2,1,80.5,Low Risk
S01573,19,91,0,0,1,1,1,24,0,20,0,53,66,1,0,2,69.6,Low Risk
S01574,19,91,0,0,1,1,1,27,1,11,1,65,52,1,1,3,67.6,Low Risk
S01575,19,91,0,1,1,1,1,24,0,20,0,53,66,1,0,2,69.6,Low Risk
S01576,19,91,0,1,1,1,1,27,1,11,1,65,52,1,1,3,67.6,Low Risk
S01577,19,91,0,0,1,1,1,24,0,20,0,53,66,1,0,2,69.6,Low Risk
S01578,19,91,0,0,1,1,1,27,1,11,1,65,52,1,1,3,67.6,Low Risk
S01579,19,91,2,1,2,1,1,24,0,20,0,53,66,1,0,2,69.6,Low Risk
S01580,19,91,2,1,2,1,1,27,1,11,1,65,52,1,1,3,67.6,Low Risk
S01581,19,91,1,0,2,1,1,24,0,20,0,53,66,1,0,2,69.6,Low Risk
S01582,19,91,1,0,2,1,1,27,1,11,1,65,52,1,1,3,67.6,Low Risk
S01583,19,91,0,0,2,1,1,24,0,20,0,53,66,1,0,2,69.6,Low Risk
S01584,19,91,0,0,2,1,1,27,1,11,1,65,52,1,1,3,67.6,Low Risk
S01585,15,93,1,0,1,1,1,19,2,13,0,62,90,1,1,0,82.5,Low Risk
S01586,15,93,1,0,1,1,1,22,3,10,1,50,56,1,1,2,65.30000000000001,Low Risk
S01587,15,93,1,0,1,1,1,19,2,13,0,62,90,1,1,0,82.5,Low Risk
S01588,15,93,1,0,1,1,1,22,3,10,1,50,56,1,1,2,65.30000000000001,Low Risk
S01589,15,93,1,1,0,1,1,19,2,13,0,62,90,1,1,0,82.5,Low Risk
S01590,15,93,1,1,0,1,1,22,3,10,1,50,56,1,1,2,65.30000000000001,Low Risk
S01591,15,67,1,1,2,1,1,18,1,6,1,61,100,1,2,0,78.39999999999999,Medium Risk
S01592,15,67,1,1,2,1,1,20,1,17,0,77,85,1,1,0,77.19999999999999,Medium Risk
S01593,15,67,1,0,1,1,1,18,1,6,1,61,100,1,2,0,78.39999999999999,Medium Risk
S01594,15,67,1,0,1,1,1,20,1,17,0,77,85,1,1,0,77.19999999999999,Medium Risk
S01595,15,67,1,1,0,1,1,18,1,6,1,61,100,1,2,0,78.39999999999999,Medium Risk
S01596,15,67,1,1,0,1,1,20,1,17,0,77,85,1,1,0,77.19999999999999,Medium Risk
S01597,15,67,1,1,1,1,1,18,1,6,1,61,100,1,2,0,78.39999999999999,Medium Risk
S01598,15,67,1,1,1,1,1,20,1,17,0,77,85,1,1,0,77.19999999999999,Medium Risk
S01599,15,67,2,1,0,1,1,18,1,6,1,61,100,1,2,0,78.39999999999999,Medium Risk
S01600,15,67,2,1,0,1,1,20,1,17,0,77,85,1,1,0,77.19999999999999,Medium Risk
S01601,15,67,2,1,2,1,1,18,1,6,1,61,100,1,2,0,78.39999999999999,Medium Risk
S01602,15,67,2,1,2,1,1,20,1,17,0,77,85,1,1,0,77.19999999999999,Medium Risk
S01603,15,67,1,1,0,1,1,18,1,6,1,61,100,1,2,0,78.39999999999999,Medium Risk
S01604,15,67,1,1,0,1,1,20,1,17,0,77,85,1,1,0,77.19999999999999,Medium Risk
S01605,15,67,1,1,1,1,1,18,1,6,1,61,100,1,2,0,78.39999999999999,Medium Risk
S01606,15,67,1,1,1,1,1,20,1,17,0,77,85,1,1,0,77.19999999999999,Medium Risk
S01607,15,67,1,1,0,1,1,18,1,6,1,61,100,1,2,0,78.39999999999999,Medium Risk
S01608,15,67,1,1,0,1,1,20,1,17,0,77,85,1,1,0,77.19999999999999,Medium Risk
S01609,15,67,1,1,2,1,1,18,1,6,1,61,100,1,2,0,78.39999999999999,Medium Risk
S01610,15,67,1,1,2,1,1,20,1,17,0,77,85,1,1,0,77.19999999999999,Medium Risk
S01611,15,67,0,1,1,1,1,18,1,6,1,61,100,1,2,0,78.39999999999999,Medium Risk
S01612,15,67,0,1,1,1,1,20,1,17,0,77,85,1,1,0,77.19999999999999,Medium Risk
S01613,15,96,1,0,2,0,1,18,0,9,0,98,73,0,2,1,87.4,Low Risk
S01614,15,96,1,0,1,1,1,18,0,9,0,98,73,0,2,1,87.4,Low Risk
S01615,15,96,2,1,2,1,1,18,0,9,0,98,73,0,2,1,87.4,Low Risk
S01616,15,96,2,1,2,1,1,18,0,9,0,98,73,0,2,1,87.4,Low Risk
S01617,15,96,1,1,1,1,1,18,0,9,0,98,73,0,2,1,87.4,Low Risk
S01618,15,96,0,0,2,1,1,18,0,9,0,98,73,0,2,1,87.4,Low Risk
S01619,15,96,2,0,1,1,1,18,0,9,0,98,73,0,2,1,87.4,Low Risk
S01620,20,86,0,0,1,1,0,27,3,3,1,50,73,1,2,1,70.0,Low Risk
S01621,20,86,0,0,1,1,0,24,1,1,1,73,88,1,2,0,82.9,Low Risk
S01622,20,86,0,0,1,1,0,23,3,18,1,75,76,1,1,1,78.7,Low Risk
S01623,20,86,0,0,0,1,0,27,3,3,1,50,73,1,2,1,70.0,Low Risk
S01624,20,86,0,0,0,1,0,24,1,1,1,73,88,1,2,0,82.9,Low Risk
S01625,20,86,0,0,0,1,0,23,3,18,1,75,76,1,1,1,78.7,Low Risk
S01626,22,95,2,0,0,1,1,29,1,3,1,66,87,0,1,0,83.10000000000001,Low Risk
S01627,22,95,1,0,1,1,1,29,1,3,1,66,87,0,1,0,83.10000000000001,Low Risk
S01628,22,95,1,0,1,1,1,29,1,3,1,66,87,0,1,0,83.10000000000001,Low Risk
S01629,22,95,2,1,2,1,1,29,1,3,1,66,87,0,1,0,83.10000000000001,Low Risk
S01630,22,95,1,0,1,1,1,29,1,3,1,66,87,0,1,0,83.10000000000001,Low Risk
S01631,22,79,1,0,1,1,1,26,2,5,0,100,86,1,2,0,88.10000000000001,Low Risk
S01632,22,79,1,0,1,1,1,26,2,5,0,100,86,1,2,0,88.10000000000001,Low Risk
S01633,22,79,1,1,2,1,1,26,2,5,0,100,86,1,2,0,88.10000000000001,Low Risk
S01634,22,79,1,0,1,1,1,26,2,5,0,100,86,1,2,0,88.10000000000001,Low Risk
S01635,22,79,2,1,1,1,1,26,2,5,0,100,86,1,2,0,88.10000000000001,Low Risk
S01636,22,79,1,1,0,1,1,26,2,5,0,100,86,1,2,0,88.10000000000001,Low Risk
S01637,22,79,1,1,1,1,1,26,2,5,0,100,86,1,2,0,88.10000000000001,Low Risk
S01638,22,79,0,1,0,1,1,26,2,5,0,100,86,1,2,0,88.10000000000001,Low Risk
S01639,22,79,1,0,0,1,1,26,2,5,0,100,86,1,2,0,88.10000000000001,Low Risk
S01640,22,79,0,0,1,1,1,26,2,5,0,100,86,1,2,0,88.10000000000001,Low Risk
S01641,25,82,1,0,1,0,0,18,2,14,0,79,72,0,0,1,77.1,Low Risk
S01642,25,82,1,0,1,0,0,18,2,0,0,88,49,1,2,3,70.6,Medium Risk
S01643,25,82,1,0,2,1,0,18,2,14,0,79,72,0,0,1,77.1,Low Risk
S01644,25,82,1,0,2,1,0,18,2,0,0,88,49,1,2,3,70.6,Medium Risk
S01645,25,82,1,1,2,1,0,18,2,14,0,79,72,0,0,1,77.1,Low Risk
S01646,25,82,1,1,2,1,0,18,2,0,0,88,49,1,2,3,70.6,Medium Risk
S01647,25,82,1,0,1,1,0,18,2,14,0,79,72,0,0,1,77.1,Low Risk
S01648,25,82,1,0,1,1,0,18,2,0,0,88,49,1,2,3,70.6,Medium Risk
S01649,20,97,1,1,0,1,1,23,0,7,0,85,80,1,0,1,86.6,Low Risk
S01650,20,97,1,1,0,1,1,18,2,3,1,74,91,0,2,0,87.69999999999999,Low Risk
S01651,20,97,1,1,0,1,1,23,2,8,0,74,59,1,1,2,74.89999999999999,Low Risk
S01652,20,97,2,0,1,1,1,23,0,7,0,85,80,1,0,1,86.6,Low Risk
S01653,20,97,2,0,1,1,1,18,2,3,1,74,91,0,2,0,87.69999999999999,Low Risk
S01654,20,97,2,0,1,1,1,23,2,8,0,74,59,1,1,2,74.89999999999999,Low Risk
S01655,20,97,2,0,0,1,1,23,0,7,0,85,80,1,0,1,86.6,Low Risk
S01656,20,97,2,0,0,1,1,18,2,3,1,74,91,0,2,0,87.69999999999999,Low Risk
S01657,20,97,2,0,0,1,1,23,2,8,0,74,59,1,1,2,74.89999999999999,Low Risk
S01658,20,97,1,1,2,1,1,23,0,7,0,85,80,1,0,1,86.6,Low Risk
S01659,20,97,1,1,2,1,1,18,2,3,1,74,91,0,2,0,87.69999999999999,Low Risk
S01660,20,97,1,1,2,1,1,23,2,8,0,74,59,1,1,2,74.89999999999999,Low Risk
S01661,20,97,1,1,2,1,1,23,0,7,0,85,80,1,0,1,86.6,Low Risk
S01662,20,97,1,1,2,1,1,18,2,3,1,74,91,0,2,0,87.69999999999999,Low Risk
S01663,20,97,1,1,2,1,1,23,2,8,0,74,59,1,1,2,74.89999999999999,Low Risk
S01664,20,97,2,1,1,1,1,23,0,7,0,85,80,1,0,1,86.6,Low Risk
S01665,20,97,2,1,1,1,1,18,2,3,1,74,91,0,2,0,87.69999999999999,Low Risk
S01666,20,97,2,1,1,1,1,23,2,8,0,74,59,1,1,2,74.89999999999999,Low Risk
S01667,20,97,0,1,0,1,1,23,0,7,0,85,80,1,0,1,86.6,Low Risk
S01668,20,97,0,1,0,1,1,18,2,3,1,74,91,0,2,0,87.69999999999999,Low Risk
S01669,20,97,0,1,0,1,1,23,2,8,0,74,59,1,1,2,74.89999999999999,Low Risk
S01670,20,97,1,0,1,1,1,23,0,7,0,85,80,1,0,1,86.6,Low Risk
S01671,20,97,1,0,1,1,1,18,2,3,1,74,91,0,2,0,87.69999999999999,Low Risk
S01672,20,97,1,0,1,1,1,23,2,8,0,74,59,1,1,2,74.89999999999999,Low Risk
S01673,29,96,1,1,0,0,0,28,0,17,1,62,59,1,2,2,71.0,Low Risk
S01674,29,96,0,0,1,1,0,28,0,17,1,62,59,1,2,2,71.0,Low Risk
S01675,29,96,2,1,1,1,0,28,0,17,1,62,59,1,2,2,71.0,Low Risk
S01676,18,78,1,0,2,1,0,29,3,8,1,50,67,0,2,2,65.19999999999999,Low Risk
S01677,18,78,0,0,1,1,0,29,3,8,1,50,67,0,2,2,65.19999999999999,Low Risk
S01678,18,78,1,1,2,0,0,29,3,8,1,50,67,0,2,2,65.19999999999999,Low Risk
S01679,18,78,1,1,0,0,0,29,3,8,1,50,67,0,2,2,65.19999999999999,Low Risk
S01680,18,78,0,1,1,1,0,29,3,8,1,50,67,0,2,2,65.19999999999999,Low Risk
S01681,18,78,2,1,1,1,0,29,3,8,1,50,67,0,2,2,65.19999999999999,Low Risk
S01682,18,78,1,1,1,1,0,29,3,8,1,50,67,0,2,2,65.19999999999999,Low Risk
S01683,36,71,1,1,1,1,1,27,1,17,0,94,60,1,2,2,73.5,Medium Risk
S01684,36,71,1,1,1,1,1,28,1,1,1,63,55,1,2,2,62.2,Medium Risk
S01685,24,76,2,0,0,1,1,29,1,17,1,76,58,0,1,2,68.8,Low Risk
S01686,24,76,2,0,0,1,1,27,3,4,1,90,98,1,2,0,89.0,Low Risk
S01687,24,76,2,0,0,1,1,26,2,3,0,99,40,1,2,3,68.5,Medium Risk
S01688,24,76,2,0,0,1,1,19,3,16,1,53,86,1,2,0,73.1,Low Risk
S01689,24,76,2,0,0,1,1,29,1,17,1,76,58,0,1,2,68.8,Low Risk
S01690,24,76,2,0,0,1,1,27,3,4,1,90,98,1,2,0,89.0,Low Risk
S01691,24,76,2,0,0,1,1,26,2,3,0,99,40,1,2,3,68.5,Medium Risk
S01692,24,76,2,0,0,1,1,19,3,16,1,53,86,1,2,0,73.1,Low Risk
S01693,24,76,1,1,1,1,1,29,1,17,1,76,58,0,1,2,68.8,Low Risk
S01694,24,76,1,1,1,1,1,27,3,4,1,90,98,1,2,0,89.0,Low Risk
S01695,24,76,1,1,1,1,1,26,2,3,0,99,40,1,2,3,68.5,Medium Risk
S01696,24,76,1,1,1,1,1,19,3,16,1,53,86,1,2,0,73.1,Low Risk
S01697,24,76,0,1,1,1,1,29,1,17,1,76,58,0,1,2,68.8,Low Risk
S01698,24,76,0,1,1,1,1,27,3,4,1,90,98,1,2,0,89.0,Low Risk
S01699,24,76,0,1,1,1,1,26,2,3,0,99,40,1,2,3,68.5,Medium Risk
S01700,24,76,0,1,1,1,1,19,3,16,1,53,86,1,2,0,73.1,Low Risk
S01701,24,76,0,1,0,1,1,29,1,17,1,76,58,0,1,2,68.8,Low Risk
S01702,24,76,0,1,0,1,1,27,3,4,1,90,98,1,2,0,89.0,Low Risk
S01703,24,76,0,1,0,1,1,26,2,3,0,99,40,1,2,3,68.5,Medium Risk
S01704,24,76,0,1,0,1,1,19,3,16,1,53,86,1,2,0,73.1,Low Risk
S01705,24,76,0,1,0,1,1,29,1,17,1,76,58,0,1,2,68.8,Low Risk
S01706,24,76,0,1,0,1,1,27,3,4,1,90,98,1,2,0,89.0,Low Risk
S01707,24,76,0,1,0,1,1,26,2,3,0,99,40,1,2,3,68.5,Medium Risk
S01708,24,76,0,1,0,1,1,19,3,16,1,53,86,1,2,0,73.1,Low Risk
S01709,24,76,1,0,2,1,1,29,1,17,1,76,58,0,1,2,68.8,Low Risk
S01710,24,76,1,0,2,1,1,27,3,4,1,90,98,1,2,0,89.0,Low Risk
S01711,24,76,1,0,2,1,1,26,2,3,0,99,40,1,2,3,68.5,Medium Risk
S01712,24,76,1,0,2,1,1,19,3,16,1,53,86,1,2,0,73.1,Low Risk
S01713,24,76,1,0,0,1,1,29,1,17,1,76,58,0,1,2,68.8,Low Risk
S01714,24,76,1,0,0,1,1,27,3,4,1,90,98,1,2,0,89.0,Low Risk
S01715,24,76,1,0,0,1,1,26,2,3,0,99,40,1,2,3,68.5,Medium Risk
S01716,24,76,1,0,0,1,1,19,3,16,1,53,86,1,2,0,73.1,Low Risk
S01717,15,76,2,0,1,1,1,28,2,18,1,61,42,1,2,3,57.900000000000006,Medium Risk
S01718,15,76,2,0,1,1,1,24,2,20,1,58,88,0,0,0,75.4,Low Risk
S01719,14,71,1,1,0,1,1,19,1,2,0,89,63,0,0,2,73.2,Medium Risk
S01720,14,71,1,1,0,1,1,19,0,18,1,60,42,0,0,3,56.099999999999994,Medium Risk
S01721,14,71,1,1,0,1,1,26,3,20,1,75,90,1,2,0,79.8,Medium Risk
S01722,23,71,0,1,0,1,1,26,3,2,1,69,46,0,2,3,60.400000000000006,Medium Risk
S01723,23,71,1,1,1,0,1,26,3,2,1,69,46,0,2,3,60.400000000000006,Medium Risk
S01724,23,71,0,1,1,1,1,26,3,2,1,69,46,0,2,3,60.400000000000006,Medium Risk
S01725,23,71,1,1,0,1,1,26,3,2,1,69,46,0,2,3,60.400000000000006,Medium Risk
S01726,19,94,1,1,1,1,1,20,1,6,1,69,56,1,2,2,71.3,Low Risk
S01727,19,94,1,1,1,1,1,18,0,20,1,68,43,1,2,3,65.8,Medium Risk
S01728,19,94,1,1,1,1,1,23,3,5,0,58,56,1,2,2,68.0,Low Risk
S01729,19,94,1,1,1,1,1,23,2,3,1,83,90,1,2,0,89.1,Low Risk
S01730,19,94,1,0,1,1,1,20,1,6,1,69,56,1,2,2,71.3,Low Risk
S01731,19,94,1,0,1,1,1,18,0,20,1,68,43,1,2,3,65.8,Medium Risk
S01732,19,94,1,0,1,1,1,23,3,5,0,58,56,1,2,2,68.0,Low Risk
S01733,19,94,1,0,1,1,1,23,2,3,1,83,90,1,2,0,89.1,Low Risk
S01734,19,94,0,1,2,1,1,20,1,6,1,69,56,1,2,2,71.3,Low Risk
S01735,19,94,0,1,2,1,1,18,0,20,1,68,43,1,2,3,65.8,Medium Risk
S01736,19,94,0,1,2,1,1,23,3,5,0,58,56,1,2,2,68.0,Low Risk
S01737,19,94,0,1,2,1,1,23,2,3,1,83,90,1,2,0,89.1,Low Risk
S01738,19,94,2,1,1,1,1,20,1,6,1,69,56,1,2,2,71.3,Low Risk
S01739,19,94,2,1,1,1,1,18,0,20,1,68,43,1,2,3,65.8,Medium Risk
S01740,19,94,2,1,1,1,1,23,3,5,0,58,56,1,2,2,68.0,Low Risk
S01741,19,94,2,1,1,1,1,23,2,3,1,83,90,1,2,0,89.1,Low Risk
S01742,19,94,2,0,1,1,1,20,1,6,1,69,56,1,2,2,71.3,Low Risk
S01743,19,94,2,0,1,1,1,18,0,20,1,68,43,1,2,3,65.8,Medium Risk
S01744,19,94,2,0,1,1,1,23,3,5,0,58,56,1,2,2,68.0,Low Risk
